Rk,Player,Age,Pos,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,YR,TEAM
3,Tyson Chandler,22,C,10,27.4,2.6,5.2,0.494,0,0,0,2.6,5.2,0.496,0.494,2.8,4.2,0.673,3.3,6.4,9.7,0.8,0.9,1.8,1.5,3.4,8,"DPOY-18,6MOY-11",2005,CHI
4,Luol Deng,19,SF,45,27.3,4.6,10.6,0.434,0.5,1.9,0.265,4.1,8.7,0.472,0.458,2,2.7,0.741,1.5,3.8,5.3,2.2,0.8,0.4,1.9,1.6,11.7,ROY-5,2005,CHI
5,Chris Duhon,22,PG,73,26.5,2.1,6,0.352,1.1,3.2,0.355,1,2.7,0.35,0.449,0.6,0.8,0.731,0.3,2.3,2.6,4.9,1,0,1.5,2.5,5.9,,2005,CHI
6,Antonio Davis,36,PF,62,25.6,2.7,5.8,0.461,0,0,,2.7,5.8,0.461,0.461,1.6,2.1,0.757,2.1,3.8,5.9,1.1,0.4,0.6,1.3,2,7,,2005,CHI
7,Ben Gordon,21,SG,3,24.4,5.3,12.9,0.411,1.6,4,0.405,3.7,8.8,0.414,0.474,2.8,3.3,0.863,0.7,2,2.6,2,0.6,0.1,2.3,2.7,15.1,"ROY-2,6MOY-1",2005,CHI
8,AndrÃ©s Nocioni,25,SF,38,23.4,3,7.4,0.401,0.3,1.2,0.258,2.7,6.2,0.429,0.422,2.1,2.7,0.766,0.9,3.9,4.8,1.5,0.5,0.4,1.7,2.6,8.4,DPOY-21,2005,CHI
9,Othella Harrington,31,PF,28,18.2,3.1,6.1,0.512,0,0,,3.1,6.1,0.512,0.512,1.8,2.5,0.718,1.5,2.7,4.2,0.8,0.3,0.3,1.2,2.7,8,,2005,CHI
10,Jannero Pargo,25,PG,0,14.2,2.6,6.7,0.385,0.7,2.1,0.348,1.8,4.6,0.401,0.439,0.5,0.7,0.739,0.4,1.1,1.5,2.4,0.5,0,1.4,1.7,6.4,,2005,CHI
11,Eric Piatkowski,34,SG,11,12.4,1.6,3.8,0.43,0.8,2,0.425,0.8,1.8,0.435,0.541,0.7,0.8,0.804,0.2,0.9,1.2,0.8,0.4,0,0.5,1,4.8,,2005,CHI
12,Lawrence Funderburke,34,PF,0,10.5,1.5,3,0.5,0,0,,1.5,3,0.5,0.5,1.5,2.5,0.6,0.5,1,1.5,0,0,0,0,1,4.5,,2005,CHI
13,Adrian Griffin,30,SF,1,9.7,0.8,2.3,0.36,0,0.1,0.222,0.8,2.2,0.368,0.366,0.5,0.6,0.75,0.8,1.4,2.1,0.8,0.6,0.1,0.4,1.1,2.2,,2005,CHI
14,Frank Williams,24,SG,0,7.9,0.3,2.2,0.15,0,0.4,0,0.3,1.8,0.188,0.15,0,0,,0.2,0.4,0.7,1.2,0.2,0.3,0.3,1,0.7,,2005,CHI
15,Jared Reiner,22,C,2,6.9,0.5,1.6,0.333,0,0,,0.5,1.6,0.333,0.333,0.1,0.2,0.25,0.7,1.3,2,0.1,0.2,0.4,0.5,1.8,1.1,,2005,CHI
,Team Totals,,,82,241.8,34.7,80.4,0.432,6.2,17.5,0.357,2842.8,6574.5,0.453,0.471,18.7,25,0.75,12.2,3579.8,43.8,21.3,7,4.5,16.7,24.7,94.5,,2005,CHI
1,LeBron James,20,SF,80,42.4,9.9,21.1,0.472,1.4,3.9,0.351,8.6,17.2,0.499,0.504,6,8,0.75,1.4,6,7.4,7.2,2.2,0.7,3.3,1.8,27.2,"MVP-6,AS,NBA2",2005,CLE
2,Jeff McInnis,30,PG,69,34.9,5,12,0.412,1.2,3.5,0.345,3.8,8.6,0.439,0.462,1.7,2.1,0.813,0.4,1.6,2.1,5.1,0.7,0,1.5,2.3,12.8,,2005,CLE
3,Zydrunas Ilgauskas,29,C,78,33.5,5.9,12.6,0.468,0,0.1,0.286,5.8,12.5,0.469,0.469,5.2,6.4,0.799,3.8,4.8,8.6,1.3,0.7,2.1,2.4,4,16.9,AS,2005,CLE
4,Drew Gooden,23,PF,80,30.8,5.7,11.5,0.492,0.1,0.3,0.179,5.6,11.2,0.502,0.495,3.1,3.8,0.81,2.5,6.7,9.2,1.6,0.9,0.9,1.6,2.8,14.4,,2005,CLE
5,Ira Newble,30,SG,69,24.8,2.5,5.7,0.429,0.3,0.7,0.358,2.2,5,0.439,0.452,0.7,0.9,0.797,1.1,1.9,3,1.2,0.7,0.2,0.8,1.9,5.9,,2005,CLE
6,Eric Snow,31,SG,15,22.8,1.5,4,0.382,0.2,0.6,0.289,1.4,3.5,0.397,0.402,0.7,1,0.738,0.5,1.5,1.9,3.9,0.8,0.2,1.1,2.3,4,,2005,CLE
7,Robert Traylor,27,C,6,17.9,2.4,5.4,0.444,0,0.1,0,2.4,5.3,0.453,0.444,0.7,1.4,0.539,1.8,2.6,4.5,0.8,0.7,0.7,1,2.9,5.5,,2005,CLE
8,Anderson VarejÃ£o,22,PF,0,16,1.8,3.6,0.513,0,0,0,1.8,3.5,0.518,0.513,1.3,2.4,0.535,2,2.7,4.8,0.5,0.8,0.7,0.5,2.3,4.9,,2005,CLE
9,Lucious Harris,34,SG,4,15.5,1.6,4.1,0.395,0.3,0.9,0.323,1.3,3.2,0.415,0.43,0.8,0.9,0.812,0.5,1.1,1.7,0.7,0.4,0.1,0.4,0.9,4.3,,2005,CLE
10,Sasha PavloviÄ,21,SG,9,13.3,1.8,4.2,0.435,0.5,1.2,0.385,1.4,3,0.455,0.489,0.7,1,0.688,0.2,0.9,1.1,0.8,0.4,0.1,0.7,1.9,4.8,,2005,CLE
11,JiÅÃ­ Welsch,25,SF,0,12,0.8,3.2,0.235,0.1,0.7,0.182,0.6,2.5,0.25,0.255,1.3,1.8,0.714,0.4,1.4,1.8,1.2,0.3,0,0.9,1,2.9,,2005,CLE
12,Dajuan Wagner,21,SG,0,9.3,1.6,5,0.327,0.5,2.4,0.192,1.2,2.6,0.448,0.373,0.3,0.4,0.75,0,0.2,0.2,1.2,0.5,0,0.8,1.4,4,,2005,CLE
13,Scott Williams,36,C,0,8,0.6,2.2,0.293,0,0.1,0,0.6,2.1,0.3,0.293,0.5,0.6,0.818,0.8,0.8,1.6,0.4,0.2,0.3,0.3,1.6,1.7,,2005,CLE
14,DeSagana Diop,23,C,0,7.8,0.5,1.8,0.29,0,0.1,0,0.5,1.7,0.299,0.29,0,0.1,0,0.8,1,1.8,0.4,0.2,0.7,0.3,1.4,1,,2005,CLE
15,JÃ©rÃ´me MoÃ¯so,26,PF,0,6.8,0.8,1.3,0.6,0,0,,0.8,1.3,0.6,0.6,0,0,,0.3,1.5,1.8,0.3,0.3,0.5,0,1,1.5,,2005,CLE
16,Luke Jackson,23,SF,0,4.3,1,2.7,0.37,0.4,0.6,0.667,0.6,2.1,0.286,0.444,0.5,0.6,0.833,0.2,0.4,0.6,0.3,0,0,0.2,0.4,2.9,,2005,CLE
,Team Totals,,,82,242.1,36.5,81.5,0.447,3.7,11,0.332,2986.3,6676,0.465,0.47,19.9,26.5,0.752,13.6,3455.4,42.3,22.6,8,5.6,13.9,22.6,96.5,,2005,CLE
1,Andre Miller,28,PG,82,34.8,5.2,10.9,0.477,0.1,0.5,0.154,5.1,10.4,0.492,0.48,3.1,3.7,0.838,1.2,2.9,4.1,6.9,1.5,0.1,2.7,2.5,13.6,,2005,DEN
2,Carmelo Anthony,20,SF,75,34.8,7.1,16.4,0.431,0.6,2.1,0.266,6.5,14.3,0.455,0.448,6.1,7.6,0.796,1.9,3.8,5.7,2.6,0.9,0.4,3,3.1,20.8,,2005,DEN
3,Kenyon Martin,27,PF,67,32.5,6.3,13,0.49,0,0.2,0,6.3,12.8,0.496,0.49,2.8,4.4,0.646,2.1,5.2,7.3,2.4,1.4,1.1,2.1,3.3,15.5,,2005,DEN
4,Marcus Camby,30,C,66,30.5,4.2,9.1,0.465,0,0.1,0,4.2,9,0.468,0.465,1.9,2.6,0.723,2,8,10,2.3,0.9,3,1.6,2.7,10.3,"MVP-14,DPOY-3",2005,DEN
5,Earl Boykins,28,PG,5,26.4,4.1,10,0.413,0.7,2,0.337,3.5,8,0.432,0.447,3.4,3.7,0.921,0.5,1.3,1.7,4.5,1,0.1,1.5,1.5,12.4,6MOY-3,2005,DEN
6,NenÃª,22,C,18,23.9,3.5,7,0.503,0,0,0,3.5,7,0.505,0.503,2.5,3.9,0.66,1.9,4,5.9,1.5,0.9,0.9,1.7,3,9.6,,2005,DEN
7,Eduardo NÃ¡jera,28,PF,0,22.1,2.9,5.8,0.5,0,0.2,0,2.9,5.5,0.521,0.5,1.1,1.8,0.63,1.9,2.9,4.8,1.1,0.9,0.5,1.1,3,6.9,,2005,DEN
8,Greg Buckner,28,SG,41,21.7,2.3,4.3,0.528,0.7,1.7,0.405,1.6,2.6,0.61,0.609,0.9,1.2,0.778,0.9,2,3,1.9,1.1,0.1,0.7,2.4,6.2,,2005,DEN
9,Wesley Person,33,SF,0,18.4,3.3,6.8,0.485,1.3,2.7,0.485,2,4,0.485,0.583,0.2,0.4,0.556,0.1,2.4,2.4,1.1,0.5,0.2,0.4,1,8.1,,2005,DEN
10,Voshon Lenard,31,SG,1,18,3.3,8.7,0.385,1.3,4,0.333,2,4.7,0.429,0.462,1.7,2.7,0.625,0,2,2,2,0.3,0,0.7,0.7,9.7,,2005,DEN
11,DerMarr Johnson,24,SG,40,17.4,2.6,5.2,0.499,0.7,2.1,0.358,1.9,3.1,0.592,0.57,1.1,1.4,0.792,0.6,1.5,2.1,1.1,0.6,0.3,0.9,2,7.1,,2005,DEN
12,Bryon Russell,34,SF,2,14.7,1.4,3.6,0.377,0.8,2.1,0.376,0.6,1.5,0.379,0.488,0.9,1.1,0.792,0.7,1.7,2.5,1,0.6,0.2,0.5,1.9,4.4,,2005,DEN
13,Francisco Elson,28,C,11,14,1.5,3.2,0.468,0,0,0.333,1.5,3.2,0.469,0.47,0.7,1.2,0.57,0.9,2.1,3,0.5,0.5,0.6,0.6,1.9,3.7,,2005,DEN
14,Rodney White,24,SF,2,12.6,2.3,5.4,0.432,0.5,1,0.432,1.9,4.4,0.432,0.474,0.5,0.8,0.618,0.5,1.3,1.8,0.9,0.7,0.2,0.6,1.2,5.6,,2005,DEN
15,Nikoloz Tskitishvili,21,PF,0,6.9,0.7,2.2,0.294,0,0.3,0,0.7,1.9,0.341,0.294,0.2,0.3,0.571,0.5,0.8,1.3,0.2,0.3,0.3,0.6,1,1.5,,2005,DEN
16,Luis Flores,23,PG,0,4,1,2,0.5,1,1,1,0,1,0,0.75,0,0,,1,0,1,0,0,0,0,0,3,,2005,DEN
17,Mark Pope,32,PF,0,3,0.2,0.7,0.333,0,0,,0.2,0.7,0.333,0.333,0,0,,0.6,0.3,0.9,0.1,0.1,0.2,0.1,0.6,0.4,,2005,DEN
,Team Totals,,,82,240.9,37,80.7,0.459,3.9,11.5,0.34,3034.1,6603.5,0.479,0.483,21.5,28.2,0.763,11.8,3428.2,42,23.9,9.1,6,14.9,22.9,99.5,,2005,DEN
1,Richard Hamilton,26,SG,76,38.5,6.7,15.3,0.44,0.5,1.6,0.305,6.2,13.7,0.455,0.455,4.8,5.6,0.858,1,2.9,3.9,4.9,1,0.2,2.9,3.1,18.7,,2005,DET
2,Tayshaun Prince,24,SF,82,37.1,5.7,11.7,0.487,0.6,1.7,0.341,5.1,10.1,0.512,0.511,2.7,3.3,0.807,1.6,3.7,5.3,3,0.7,0.9,1.6,2,14.7,DPOY-7,2005,DET
3,Ben Wallace,30,C,74,36.1,4,8.8,0.453,0,0.1,0.111,4,8.7,0.458,0.454,1.8,4.1,0.428,3.9,8.2,12.2,1.7,1.4,2.4,1.1,2.1,9.7,"DPOY-1,AS,NBA3",2005,DET
4,Chauncey Billups,28,PG,80,35.8,5.1,11.4,0.442,2.1,4.8,0.426,3,6.6,0.454,0.533,4.3,4.8,0.898,0.6,2.8,3.4,5.8,1,0.1,2.3,2.4,16.5,,2005,DET
5,Rasheed Wallace,30,PF,79,34,5.9,13.4,0.44,0.9,3,0.318,5,10.5,0.475,0.475,1.7,2.5,0.697,2.2,5.9,8.2,1.8,0.8,1.5,1.6,3,14.5,DPOY-16,2005,DET
6,Antonio McDyess,30,PF,8,23.3,4,7.8,0.513,0,0,0,4,7.8,0.514,0.513,1.6,2.5,0.656,2.3,4,6.3,0.9,0.6,0.7,1.2,2.6,9.6,6MOY-7,2005,DET
7,Carlos Arroyo,25,PG,0,17.7,1.9,4.9,0.376,0,0.3,0.083,1.8,4.6,0.395,0.378,1.7,2.2,0.767,0.4,1.1,1.5,3.2,0.6,0,1.3,1.9,5.4,,2005,DET
8,Carlos Delfino,22,SG,4,15.3,1.4,3.9,0.359,0.3,1.2,0.257,1.1,2.7,0.402,0.397,0.8,1.3,0.575,0.4,1.4,1.8,1.3,0.7,0.2,0.8,1.5,3.9,,2005,DET
9,Lindsey Hunter,34,SG,3,15.1,1.4,4,0.358,0.3,1.1,0.274,1.1,2.9,0.39,0.396,0.6,0.8,0.793,0.5,1.1,1.6,1.7,0.9,0.2,0.9,1.6,3.8,,2005,DET
10,Elden Campbell,36,C,1,11.3,1.3,3.9,0.336,0,0.1,0,1.3,3.8,0.342,0.336,1.3,1.7,0.784,0.8,1.9,2.7,0.5,0.3,0.2,0.9,1.6,3.9,,2005,DET
11,Ronald Dupree,24,SF,0,10,1.3,2.7,0.48,0,0,0.5,1.3,2.7,0.48,0.484,0.6,1,0.617,0.7,1.3,2,0.5,0.1,0.2,0.5,1.3,3.2,,2005,DET
12,Derrick Coleman,37,C,0,10,0.6,2.8,0.214,0,0.4,0,0.6,2.4,0.25,0.214,0.6,0.6,1,0.6,2.4,3,0,0,0,0.4,1.2,1.8,,2005,DET
13,Smush Parker,23,PG,1,10,1,2.5,0.393,0.2,0.8,0.222,0.8,1.7,0.474,0.429,0.8,1.2,0.692,0.2,0.6,0.8,1,0.3,0,0.9,1.2,3,,2005,DET
14,Horace Jenkins,30,PG,0,6.9,1,3,0.333,0,0.6,0,1,2.4,0.417,0.333,0.8,0.9,0.923,0.2,0.4,0.6,0.6,0.3,0.1,0.5,0.4,2.8,,2005,DET
15,Darko MiliÄiÄ,19,C,2,6.9,0.7,2.1,0.329,0,0,,0.7,2.1,0.329,0.329,0.5,0.6,0.708,0.1,1.1,1.2,0.2,0.1,0.5,0.4,0.8,1.8,,2005,DET
16,Anthony Goldwire,33,PG,0,6.1,0.4,1.7,0.267,0.3,1,0.333,0.1,0.7,0.167,0.367,0.8,0.9,0.875,0.1,0.8,0.9,0,0,0,0.1,0.6,2,,2005,DET
17,Darvin Ham,31,SF,0,5.9,0.4,0.8,0.459,0,0,,0.4,0.8,0.459,0.459,0.3,0.7,0.387,0.4,0.3,0.7,0.1,0.1,0.1,0.2,0.8,1,,2005,DET
,Team Totals,,,82,243.4,34.8,78.3,0.444,4.4,12.8,0.345,2846.6,6408.2,0.463,0.472,19.4,26.2,0.739,12.9,3548.1,43.4,21.8,7,6.1,13.8,20,93.3,,2005,DET
1,Jason Richardson,24,SG,72,37.8,8.5,19,0.446,1.7,5.1,0.338,6.7,13.9,0.486,0.492,3,4.3,0.693,1.7,4.2,5.9,3.9,1.5,0.4,2.3,2.2,21.7,,2005,GSW
2,Baron Davis,25,PG,19,35.3,6.4,16,0.401,2.6,7.8,0.341,3.8,8.3,0.457,0.483,4,5.3,0.755,0.6,3.3,3.9,8.3,1.8,0.4,3.3,2.6,19.5,,2005,GSW
3,Troy Murphy,24,PF,69,33.9,5.6,13.5,0.414,0.8,2.1,0.399,4.8,11.4,0.417,0.445,3.3,4.6,0.73,3.6,7.2,10.8,1.4,0.8,0.5,1.5,2.7,15.4,,2005,GSW
4,Speedy Claxton,26,PG,44,32.6,4.7,10.9,0.431,0.2,1.1,0.192,4.5,9.8,0.459,0.441,3.5,4.6,0.761,0.7,2.6,3.3,6.2,1.9,0.1,2,3.3,13.1,,2005,GSW
5,Mike Dunleavy,24,SF,79,32.5,5.2,11.5,0.451,1.4,3.5,0.388,3.8,8,0.479,0.51,1.7,2.2,0.779,1.2,4.3,5.5,2.6,1,0.3,1.7,2.5,13.4,,2005,GSW
6,Derek Fisher,30,PG,32,30,4,10.2,0.393,1.5,3.9,0.371,2.6,6.3,0.407,0.465,2.4,2.7,0.862,0.5,2.4,2.9,4.1,1,0.1,1.7,2.4,11.9,,2005,GSW
7,Clifford Robinson,38,C,29,26,3.4,8.4,0.398,1,3,0.331,2.4,5.4,0.436,0.458,0.8,1.4,0.603,0.7,2,2.7,1.8,1,0.9,1,2.5,8.5,,2005,GSW
8,Adonal Foyle,29,C,50,21.8,2,4,0.502,0,0,,2,4,0.502,0.502,0.5,0.9,0.556,2.1,3.4,5.5,0.7,0.3,2,0.7,2.6,4.5,,2005,GSW
9,MickaÃ«l PiÃ©trus,22,SF,3,20,3.2,7.5,0.427,1,2.9,0.344,2.2,4.6,0.48,0.494,2.1,3,0.698,1,1.9,2.8,1.2,0.7,0.3,1.4,2.1,9.5,,2005,GSW
10,Calbert Cheaney,33,SG,5,17.3,2.1,4.8,0.426,0,0.1,0,2.1,4.8,0.431,0.426,0.4,0.7,0.649,0.6,1.7,2.3,1.2,0.3,0.3,0.6,1.7,4.5,,2005,GSW
11,Dale Davis,35,C,3,16,1.3,3,0.413,0,0,,1.3,3,0.413,0.413,0.6,1.1,0.579,1.7,2.6,4.3,0.6,0.4,0.9,0.6,2.2,3.1,,2005,GSW
12,Eduardo NÃ¡jera,28,PF,4,14.5,1.7,4.1,0.407,0.1,0.4,0.4,1.5,3.7,0.408,0.424,0.7,1.1,0.644,1.3,1.5,2.8,0.9,0.4,0.2,0.8,1.7,4.2,,2005,GSW
13,Andris BiedriÅÅ¡,18,C,1,12.8,1.5,2.6,0.577,0,0,0,1.5,2.6,0.584,0.577,0.6,1.3,0.475,1.6,2.4,3.9,0.4,0.4,0.8,0.4,2.9,3.6,,2005,GSW
14,Å½arko Äabarkapa,23,PF,0,12.5,2.2,4.6,0.482,0.4,1,0.361,1.9,3.6,0.515,0.521,1.4,1.7,0.813,0.9,1.8,2.7,0.7,0.3,0.1,0.8,1.6,6.2,,2005,GSW
15,Rodney White,24,SF,0,9.1,1.4,3.9,0.371,0.3,1,0.313,1.1,2.9,0.391,0.411,0.4,0.6,0.6,0.3,0.7,0.9,0.5,0.1,0.1,0.6,0.8,3.6,,2005,GSW
16,Ansu Sesay,28,SF,0,8,1.1,2.6,0.405,0.1,0.5,0.25,0.9,2.1,0.441,0.429,0.8,1.5,0.542,1.1,1.3,2.4,0.8,0.1,0.2,0.5,1,3.1,,2005,GSW
17,Nikoloz Tskitishvili,21,PF,0,5.2,0.6,1.9,0.304,0.2,0.8,0.2,0.4,1.1,0.385,0.348,0,0,,0.1,0.9,1,0.5,0,0.3,0.4,0.8,1.3,,2005,GSW
18,Luis Flores,23,PG,0,4.9,0.9,1.8,0.481,0.3,0.6,0.444,0.6,1.2,0.5,0.556,0.1,0.1,1,0,0.1,0.1,0.7,0.1,0,0.7,0.6,2.1,,2005,GSW
,Team Totals,,,82,242.7,36.9,85.8,0.43,7.6,21.6,0.352,3021.4,7017.4,0.457,0.475,17.2,23.8,0.722,13,3492,42.7,22.1,7.8,5.1,13.6,22.4,98.7,,2005,GSW
1,Jim Jackson,34,SF,24,41.3,4.9,11.8,0.417,2.3,6.1,0.367,2.7,5.7,0.471,0.512,1.3,1.4,0.909,0.4,4.4,4.8,3.6,1,0,2.3,2.8,13.3,6MOY-10,2005,HOU
2,Tracy McGrady,25,SF,78,40.8,9.2,21.3,0.431,1.8,5.6,0.326,7.3,15.7,0.468,0.473,5.5,7.1,0.774,0.9,5.3,6.2,5.7,1.7,0.7,2.6,2.1,25.7,"MVP-7,AS,NBA3",2005,HOU
3,David Wesley,34,SG,53,34.1,3.7,9.2,0.404,1.7,4.4,0.383,2.1,4.9,0.422,0.494,1.8,2.1,0.841,0.5,2.2,2.6,2.9,1.1,0.1,1.1,2.8,10.9,DPOY-16,2005,HOU
4,Bob Sura,31,PG,59,31.5,3.5,8.3,0.427,0.9,2.5,0.355,2.6,5.7,0.458,0.481,2.3,3.1,0.75,1.3,4.2,5.5,5.2,1.1,0.1,2.4,2.8,10.3,,2005,HOU
5,Yao Ming,24,C,80,30.6,6.7,12.2,0.552,0,0,,6.7,12.2,0.552,0.552,4.9,6.2,0.783,2.6,5.8,8.4,0.8,0.4,2,2.5,3.7,18.3,AS,2005,HOU
6,Juwan Howard,31,PF,47,26.6,4,8.9,0.451,0,0,0,4,8.9,0.452,0.451,1.6,1.9,0.843,2.1,3.6,5.7,1.5,0.5,0.1,1.3,2.3,9.6,,2005,HOU
7,Charlie Ward,34,PG,13,25.7,1.7,5.5,0.312,1.1,3.6,0.314,0.6,1.9,0.308,0.416,0.8,0.9,0.846,0.4,2.4,2.8,3.1,1.1,0,1.3,1.6,5.4,,2005,HOU
8,Mike James,29,PG,5,25.6,4.7,10.8,0.433,1.6,4,0.393,3.1,6.8,0.457,0.505,1.6,2,0.764,0.4,2.7,3.2,2.9,0.9,0.1,1,2.2,12.4,,2005,HOU
9,Maurice Taylor,28,PF,16,23.8,3.3,7.7,0.435,0.1,0.2,0.375,3.3,7.5,0.437,0.44,1,1.6,0.65,1.1,3.2,4.3,1.4,0.4,0.3,1.7,3.2,7.8,,2005,HOU
10,Jon Barry,35,SG,2,23.2,2.5,5.5,0.447,1.1,2.5,0.451,1.3,3,0.443,0.55,1,1.1,0.897,0.4,2.2,2.6,2.6,0.9,0.1,1,1.3,7,,2005,HOU
11,Tyronn Lue,27,PG,3,22.8,2.3,5.8,0.393,0.7,2.1,0.333,1.6,3.7,0.429,0.455,0.7,0.9,0.778,0,1.9,1.9,2.8,0.4,0,1.1,2.3,6,,2005,HOU
12,Dikembe Mutombo,38,C,2,15.2,1.4,2.7,0.498,0,0,,1.4,2.7,0.498,0.498,1.3,1.8,0.741,1.9,3.5,5.3,0.1,0.2,1.3,0.6,1.7,4,,2005,HOU
13,Scott Padgett,28,PF,0,14.3,1.5,3.5,0.421,0.8,1.9,0.397,0.7,1.6,0.449,0.528,0.4,0.6,0.725,0.7,2.1,2.8,0.8,0.5,0.2,0.5,1.8,4.2,,2005,HOU
14,Clarence Weatherspoon,34,PF,18,13.1,1.2,2.9,0.412,0,0,,1.2,2.9,0.412,0.412,0.7,0.9,0.829,0.9,2.2,3.1,0.4,0.2,0.2,0.4,1.9,3.1,,2005,HOU
15,BoÅ¡tjan Nachbar,24,SF,2,12.8,0.9,2.7,0.349,0.6,1.3,0.476,0.3,1.4,0.227,0.465,0.6,0.8,0.75,0.3,1.6,1.9,0.6,0.1,0,0.3,1.9,3.1,,2005,HOU
16,Rod Strickland,38,PG,2,12.3,0.6,2.7,0.209,0.1,0.1,0.5,0.5,2.6,0.195,0.221,0.6,0.6,0.9,0.2,1.5,1.7,2.4,0.2,0.1,1,0.9,1.8,,2005,HOU
17,Andre Barrett,22,PG,0,11.6,0.7,2.6,0.29,0.3,1.4,0.243,0.4,1.2,0.344,0.355,0.3,0.4,0.7,0.2,0.5,0.7,1.6,0.5,0,0.6,1.3,2.1,,2005,HOU
18,Reece Gaines,24,PG,0,10.8,1,2.7,0.37,0.3,1.2,0.25,0.7,1.5,0.467,0.426,0.3,0.4,0.75,0,1.1,1.1,0.3,0.3,0,0.4,1.2,2.6,,2005,HOU
19,Ryan Bowen,29,SF,6,9.2,0.7,1.7,0.423,0,0.1,0.5,0.7,1.6,0.419,0.437,0.2,0.3,0.667,0.3,0.8,1.2,0.3,0.3,0.1,0.1,0.9,1.7,,2005,HOU
20,Moochie Norris,31,PG,0,6.5,0.5,2.7,0.188,0,0,,0.5,2.7,0.188,0.188,0.3,0.3,1,0.2,0.5,0.7,0.8,0.2,0,0.3,0.3,1.3,,2005,HOU
21,Vin Baker,33,C,0,4.3,0,1.3,0,0,0,,0,1.3,0,0,0.7,0.7,1,0,0.7,0.7,0.3,0,0,0.7,2.3,0.7,,2005,HOU
22,Torraye Braggs,28,PF,0,3.4,0.4,1,0.429,0,0,,0.4,1,0.429,0.429,0,0,,1,0.7,1.7,0,0,0,0.3,0.6,0.9,,2005,HOU
23,Brandin Knight,23,PG,0,3,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,,2005,HOU
,Team Totals,,,82,242.1,34.7,78.3,0.443,6.7,18.5,0.364,2839.3,6400.5,0.468,0.486,18.9,24.2,0.781,10.7,3464.3,42.4,21.1,6.9,4.6,13.8,22,95.1,,2005,HOU
1,Metta World Peace,25,SF,7,41.6,8.4,17,0.496,1,2.4,0.412,7.4,14.6,0.51,0.525,6.7,7.3,0.922,1.1,5.3,6.4,3.1,1.7,0.9,2.4,3.9,24.6,,2005,IND
2,Stephen Jackson,26,SF,49,35.4,6.5,16.1,0.403,2,5.6,0.36,4.5,10.5,0.426,0.466,3.7,4.5,0.83,0.9,4,4.9,2.3,1.3,0.3,2.4,3,18.7,,2005,IND
3,Jermaine O'Neal,26,PF,41,34.8,8.8,19.4,0.452,0,0.1,0.167,8.8,19.3,0.454,0.453,6.7,8.9,0.754,1.9,6.9,8.8,1.9,0.6,2,3,3.9,24.3,AS,2005,IND
4,Jamaal Tinsley,26,PG,40,32.5,5.5,13.1,0.418,1.5,3.9,0.372,4,9.2,0.437,0.473,3.1,4.1,0.744,0.7,3.4,4,6.4,2,0.3,3.4,2.8,15.4,,2005,IND
5,Reggie Miller,39,SG,66,31.9,4.8,10.9,0.437,1.5,4.5,0.322,3.3,6.4,0.518,0.503,3.8,4.1,0.933,0.3,2.1,2.4,2.2,0.8,0.1,1.2,1.7,14.8,,2005,IND
6,Fred Jones,25,SG,14,29.5,3.6,8.4,0.425,1.1,3,0.38,2.4,5.4,0.45,0.492,2.3,2.7,0.85,0.4,2.7,3.1,2.5,0.8,0.4,1.5,2.2,10.6,,2005,IND
7,Dale Davis,35,C,25,29.2,2.7,5,0.536,0,0,,2.7,5,0.536,0.536,1.5,2.4,0.623,3.6,5.2,8.9,1,0.8,1.3,0.9,3.3,6.9,,2005,IND
8,Anthony Johnson,30,PG,36,27.7,3.2,7.2,0.445,0.7,1.7,0.38,2.6,5.5,0.466,0.49,1.3,1.8,0.752,0.5,2.3,2.8,4.8,0.9,0.2,1.5,2.3,8.4,,2005,IND
9,Jeff Foster,28,C,43,26.1,2.8,5.3,0.519,0,0.1,0,2.8,5.2,0.527,0.519,1.5,2.3,0.634,3.4,5.7,9,0.7,0.8,0.2,0.9,3,7,,2005,IND
10,Austin Croshere,29,PF,22,25,2.6,6.8,0.378,0.6,2.4,0.259,2,4.4,0.443,0.424,3.1,3.5,0.883,1.4,3.7,5.1,1.3,0.7,0.2,1.4,2.1,8.9,,2005,IND
11,David Harrison,22,C,14,17.7,2.5,4.3,0.576,0,0,,2.5,4.3,0.576,0.576,1.2,2.1,0.571,1.1,2,3.1,0.3,0.4,1.3,1.2,3.1,6.1,,2005,IND
12,Scot Pollard,29,C,17,17.7,1.6,3.4,0.473,0,0,,1.6,3.4,0.473,0.473,0.7,1,0.673,1.7,2.4,4.2,0.4,0.6,0.5,0.6,2.5,3.9,,2005,IND
13,James Jones,24,SF,24,17.7,1.7,4.2,0.396,0.9,2.2,0.398,0.8,2,0.395,0.5,0.7,0.8,0.855,0.5,1.8,2.3,0.8,0.4,0.4,0.6,1.6,4.9,,2005,IND
14,Britton Johnsen,25,SF,1,14.5,1,3.7,0.273,0,0.7,0,1,3,0.333,0.273,0,0,,0.8,0.8,1.7,0.7,0.2,0,0.5,1.7,2,,2005,IND
